Customer ID,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card
4434,Margaret Robbins,mpatel@example.net,001-984-911-4415,86582 Christy Flat,East Jacobburgh,Pakistan,60285,False
5064,Olivia Summers,brandy06@example.net,(227)520-8903x74233,510 John Hollow Apt. 167,South Joshuachester,Monaco,21990,False
1675,Jeffrey Dalton,wflores@example.org,(466)733-6088,3897 Travis Squares,East Lisashire,Libyan Arab Jamahiriya,44546,False
6121,Michelle Chang,monica68@example.com,001-344-818-5331x501,2730 Krista Spurs Suite 457,Robertside,Germany,84815,True
1153,Rachel Johnson,dawnyoung@example.com,(433)510-3256x46793,41620 James Tunnel,Kristinaborough,Jersey,23089,False
4188,Craig James,lindabennett@example.com,240.365.2161x9652,68952 Linda Island Apt. 109,Christopherland,Bermuda,02720,False
7497,William Stafford,curryjessica@example.net,666.865.0592x69238,0355 Coleman Turnpike Apt. 545,New Charlesfurt,Norfolk Island,02057,False
2639,Jasmine Jenkins,thompsonbrooke@example.net,+1-848-960-9198x96407,889 Bobby Skyway Suite 318,West Ryanland,Bhutan,87616,False
9425,Timothy Vargas,xfaulkner@example.com,001-506-483-5490x33967,5187 Thomas Center Suite 015,Jonestown,Switzerland,78331,False
4378,Lauren Walker,isabelhorn@example.org,(385)487-1651x723,5910 Frederick Avenue,Stephaniechester,Guyana,76415,False
4624,Stephanie Hendricks,edwardschristine@example.org,890.550.6006x0161,6253 Nancy Keys Suite 099,Loritown,Barbados,32980,False
4898,Jessica Ford,randy10@example.org,926-439-7736x876,902 Renee Village Suite 274,Calderonside,Bosnia and Herzegovina,97486,False
2470,Thomas Michael,adam65@example.com,698.343.9598x279,4161 Peter Fort Suite 863,Danielleberg,Gibraltar,14424,False
7403,Rita Terrell,cookdouglas@example.net,829.374.2507x4122,787 Osborn Cove,Hernandezmouth,Ghana,99460,False
8907,Cameron Johnson,cbailey@example.org,824-542-3195,782 Susan Tunnel,Port John,Mauritius,84672,False
4650,Joshua Ross,mcdonaldjoseph@example.com,(529)894-3200,08529 Wood Keys,Gomezstad,Isle of Man,52652,True
4996,Jennifer Marquez,james13@example.com,990.446.2357x085,4024 Daniel Spurs Suite 600,New Devin,South Africa,96534,False
2033,Daniel Watkins,john26@example.com,6136581656,4669 Lawrence Fields Apt. 932,West Peter,Czech Republic,68078,False
6132,James Hernandez,anthony12@example.com,(562)345-1289,718 Johnson Mall,Kathleenton,Taiwan,49337,False
2726,Lisa Johnson,mcmillankimberly@example.com,907-719-0187x290,8165 Shannon Knoll,North Amy,Taiwan,55369,False
8198,Shawn Shepard,michael20@example.com,+1-604-420-7249x859,68760 Haley Forks Apt. 332,New Melissaport,Philippines,67747,False
2548,Kerri Reynolds,eanderson@example.org,001-477-634-9759x608,81918 Michael River Apt. 543,Castilloberg,Maldives,38548,False
4519,Lindsey Smith,maryhernandez@example.net,+1-613-688-9643x2429,710 Levy Ways,Nicholastown,Sudan,48789,False
3436,Jay Hernandez Jr.,riosjoseph@example.net,(886)465-0414x459,194 Melissa Drive Suite 996,Trevorbury,Iceland,46162,False
3416,Rebecca Harper,huntercaldwell@example.com,001-733-224-4624,6776 Daniel Square,East Donnaton,Guadeloupe,15874,False
1223,Kelsey Fernandez,angelasmith@example.com,799.960.7205,9646 Jason Rapids,South Cindyshire,Turkey,92734,False
6138,Christopher York,jonesmichael@example.com,+1-443-630-3212x866,248 Kimberly Plaza,New Kimberly,Malta,92425,True
3617,Steven Jenkins,soneal@example.org,001-744-934-5165x271,8379 Watts Vista,New Yesenia,Falkland Islands (Malvinas),18916,False
2292,Jeffrey Collins,joan28@example.org,467.412.5754x4466,158 Robert Burgs Suite 564,Karenfurt,Costa Rica,13802,False
7965,Kayla Walker,omar58@example.net,860-437-6008x397,790 Kline Ways Apt. 297,Lake Michellefort,Jordan,87269,True
9305,Ashley Sutton,nelsonshannon@example.org,+1-463-432-1986x0305,53118 Diana Common,North Patrick,United Arab Emirates,04684,True
8335,Joshua Edwards,nathanbrady@example.com,+1-655-876-1994x9501,58417 Jones Loaf,North Brandonmouth,Finland,06005,False
5506,Margaret Costa,robertbender@example.net,884.314.5614,0840 Danielle Port Suite 328,Jessehaven,Vietnam,62059,False
7312,John Tucker,sarahgoodman@example.org,+1-590-806-5131,133 Virginia Lights Suite 665,Zacharyshire,Pakistan,57079,False
3577,Erica Richardson,keithkeller@example.com,001-226-770-8255x16297,37059 Gonzalez Mission Suite 995,Whiteview,Palau,40685,False
5458,Michele Hendricks,roberthenry@example.org,487-600-9141x8381,08258 Sean Circles,New Antonio,North Macedonia,71207,False
4630,Chris Walters,tiffanythomas@example.org,715-214-8253x0266,193 Donna Forest Apt. 531,East Sarah,Armenia,55407,False
3496,Angela Snyder,susan12@example.com,828.447.6780,7131 Drew Dam Suite 217,East Vanessaton,Gambia,91123,True
6548,Mark Yang,parkerjill@example.com,491-694-4464x019,75583 Richardson Forest,Denisefurt,Sierra Leone,02588,True
2946,April Hale,william57@example.net,(806)210-2049x70499,078 Stephanie Mount,East Jeremy,Mauritania,76985,True
1521,Kimberly Hunter,amy81@example.org,+1-573-362-3643x332,405 Brady Branch,Lauraville,Macao,29149,True
4444,Lisa Howard,charleslarson@example.com,(518)268-5657x2756,466 Cook Loop,New Pamela,El Salvador,25430,False
1110,Ian Park,yowens@example.net,818.398.8387,0437 Downs Plaza,West Sherylstad,Gambia,24963,True
4669,Hannah Patrick,chenkirk@example.org,347.430.7815,03807 Andrea Summit Suite 004,West Jordan,Dominican Republic,29282,True
4918,Karen Harris,jackstevens@example.org,+1-920-897-7563x5833,10340 Martinez Street Apt. 559,New Matthewstad,Saudi Arabia,86333,False
7714,Michael Mcneil,bentonmaria@example.org,309-776-6700x4948,2620 Davis Estates Apt. 055,North Hannahville,Comoros,62840,True
8443,Alyssa Arnold,joyceryan@example.com,001-677-296-1752,97460 John View,North Rodney,Somalia,95352,False
9999,Dr. Tracey Salinas DDS,phillipsmichelle@example.net,(811)280-4544x181,12371 William Plaza,Reedview,Kiribati,16839,True
1587,Kimberly Shaw,sarahatkins@example.net,505.529.9657,200 Mark Shoals Suite 896,New Jeffery,Eritrea,26459,True
8557,Suzanne Grant,ypatel@example.org,729.370.0875x549,3245 Alexander Ports Suite 118,Harrisonberg,Cocos (Keeling) Islands,69744,False
6833,Marvin Bowen,dannythompson@example.org,(334)833-1555x45434,1921 Jasmine Forks Suite 654,Tylerville,New Zealand,58035,False
6273,Michael Beck,darren29@example.net,613-851-3625x117,053 Patrick Pass Apt. 138,Janiceberg,North Macedonia,64922,False
4300,Henry Berry,garciaedward@example.org,(943)868-1263x885,749 Hunter Coves Suite 979,New Mariatown,Tuvalu,65600,False
4686,David Chapman,jacqueline16@example.com,736-582-8187,204 Wu Tunnel Suite 151,North Frank,New Zealand,22709,True
5208,Steven Jordan,richardsonapril@example.org,(512)680-9031x872,5075 Carr Roads Apt. 769,Port Paulstad,Albania,37559,False
7678,Edward Barker,ryan49@example.com,611-933-5693x1840,36030 Allen Stream Suite 551,Kelleyhaven,Monaco,59327,True
3854,Ryan Maynard,lori36@example.com,001-545-773-2109x8352,931 Jeff Rue,Jacobfurt,Saint Martin,00855,False
8573,Sara Hensley,thompsonrobert@example.org,262-431-1181,274 Mills Village Suite 626,Kennethhaven,Bhutan,50102,False
